SN,Filename,Title of Song,URL,Language,Type,Sentiment,Lyrics,Genre,Meaning of Song
279,Segment_8_Irene Logan - Runaway Ft Asem.mp3,Irene Logan - Runaway Ft Asem,https://www.youtube.com/watch?v=y_5wdrDHo1o,English,MP3,Positve,"When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy
People are saying that I do things like you
And even now, they say I’m like you
I speak like you, I love you
That’s why I give you all my heart and soul
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place
It’s like I’ve told you that I got you
You can feel my love, just that alone, I’ll catch you
They say we’re perfect for each other, they say I match you
We’re a better pair, like a jellytone bear, stuck like a tattoo
We don’t have to run away, we’ll stay right here
We’ve been through a lot, this isn’t even close to a nightmare
Look, our love feels like an offering in a church
Can't wait for the day we see each other and my child
But until then, it's me and you against the world
Don’t be hard on yourself, be a woman, not a girl
Ah, when the day breaks, it’ll light up my darkness and erase the suffering
Thoughts of you fill my mind like a chair and a table
Look, I just wanna tell you how I feel
We’ll be together like ants on a hill
Like keys on a piano, note for note
Campaign song for your love, give me your vote
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place

So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
I can't wait 'til the morning comes (No, no, no, I can't wait)
So I see your face, my favourite one
I wanna see your face
Here, we run away
Here, we run away
Here, we run away
Here, we run away (I wanna see your face)
To a special place (My baby)
Here, we run away (Can we run away?)
Here, we run away
Here, we run away
To a special place, ayy
My heart’s king
My heart’s king (Run away)
My heart’s king (Run away)
Baby, to a place
My heart’s king (Let’s run away, run away)
My heart’s king (Run away, run away-ay, ay)
My heart’s king
When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy (You're driving me crazy)
Yeah, you know the name, right?",Soul,"The song expresses deep love and devotion, with the narrator yearning to be close to their partner in a special and intimate way. It highlights the desire to escape the challenges of the world and find peace in each other's presence. The lyrics convey a sense of mutual affection, where both partners are committed to each other and their love, despite the outside world's opinions."
280,Segment_9_Irene Logan - Runaway Ft Asem.mp3,Irene Logan - Runaway Ft Asem,https://www.youtube.com/watch?v=y_5wdrDHo1o,English,MP3,Positve,"When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy
People are saying that I do things like you
And even now, they say I’m like you
I speak like you, I love you
That’s why I give you all my heart and soul
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place
It’s like I’ve told you that I got you
You can feel my love, just that alone, I’ll catch you
They say we’re perfect for each other, they say I match you
We’re a better pair, like a jellytone bear, stuck like a tattoo
We don’t have to run away, we’ll stay right here
We’ve been through a lot, this isn’t even close to a nightmare
Look, our love feels like an offering in a church
Can't wait for the day we see each other and my child
But until then, it's me and you against the world
Don’t be hard on yourself, be a woman, not a girl
Ah, when the day breaks, it’ll light up my darkness and erase the suffering
Thoughts of you fill my mind like a chair and a table
Look, I just wanna tell you how I feel
We’ll be together like ants on a hill
Like keys on a piano, note for note
Campaign song for your love, give me your vote
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place

So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
I can't wait 'til the morning comes (No, no, no, I can't wait)
So I see your face, my favourite one
I wanna see your face
Here, we run away
Here, we run away
Here, we run away
Here, we run away (I wanna see your face)
To a special place (My baby)
Here, we run away (Can we run away?)
Here, we run away
Here, we run away
To a special place, ayy
My heart’s king
My heart’s king (Run away)
My heart’s king (Run away)
Baby, to a place
My heart’s king (Let’s run away, run away)
My heart’s king (Run away, run away-ay, ay)
My heart’s king
When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy (You're driving me crazy)
Yeah, you know the name, right?",Soul,"The song expresses deep love and devotion, with the narrator yearning to be close to their partner in a special and intimate way. It highlights the desire to escape the challenges of the world and find peace in each other's presence. The lyrics convey a sense of mutual affection, where both partners are committed to each other and their love, despite the outside world's opinions."
281,Segment_10_Irene Logan - Runaway Ft Asem.mp3,Irene Logan - Runaway Ft Asem,https://www.youtube.com/watch?v=y_5wdrDHo1o,English,MP3,Positve,"When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy
People are saying that I do things like you
And even now, they say I’m like you
I speak like you, I love you
That’s why I give you all my heart and soul
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place
It’s like I’ve told you that I got you
You can feel my love, just that alone, I’ll catch you
They say we’re perfect for each other, they say I match you
We’re a better pair, like a jellytone bear, stuck like a tattoo
We don’t have to run away, we’ll stay right here
We’ve been through a lot, this isn’t even close to a nightmare
Look, our love feels like an offering in a church
Can't wait for the day we see each other and my child
But until then, it's me and you against the world
Don’t be hard on yourself, be a woman, not a girl
Ah, when the day breaks, it’ll light up my darkness and erase the suffering
Thoughts of you fill my mind like a chair and a table
Look, I just wanna tell you how I feel
We’ll be together like ants on a hill
Like keys on a piano, note for note
Campaign song for your love, give me your vote
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place

So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
I can't wait 'til the morning comes (No, no, no, I can't wait)
So I see your face, my favourite one
I wanna see your face
Here, we run away
Here, we run away
Here, we run away
Here, we run away (I wanna see your face)
To a special place (My baby)
Here, we run away (Can we run away?)
Here, we run away
Here, we run away
To a special place, ayy
My heart’s king
My heart’s king (Run away)
My heart’s king (Run away)
Baby, to a place
My heart’s king (Let’s run away, run away)
My heart’s king (Run away, run away-ay, ay)
My heart’s king
When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy (You're driving me crazy)
Yeah, you know the name, right?",Soul,"The song expresses deep love and devotion, with the narrator yearning to be close to their partner in a special and intimate way. It highlights the desire to escape the challenges of the world and find peace in each other's presence. The lyrics convey a sense of mutual affection, where both partners are committed to each other and their love, despite the outside world's opinions."
282,Segment_11_Irene Logan - Runaway Ft Asem.mp3,Irene Logan - Runaway Ft Asem,https://www.youtube.com/watch?v=y_5wdrDHo1o,English,MP3,Positve,"When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy
People are saying that I do things like you
And even now, they say I’m like you
I speak like you, I love you
That’s why I give you all my heart and soul
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place
It’s like I’ve told you that I got you
You can feel my love, just that alone, I’ll catch you
They say we’re perfect for each other, they say I match you
We’re a better pair, like a jellytone bear, stuck like a tattoo
We don’t have to run away, we’ll stay right here
We’ve been through a lot, this isn’t even close to a nightmare
Look, our love feels like an offering in a church
Can't wait for the day we see each other and my child
But until then, it's me and you against the world
Don’t be hard on yourself, be a woman, not a girl
Ah, when the day breaks, it’ll light up my darkness and erase the suffering
Thoughts of you fill my mind like a chair and a table
Look, I just wanna tell you how I feel
We’ll be together like ants on a hill
Like keys on a piano, note for note
Campaign song for your love, give me your vote
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place

So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
I can't wait 'til the morning comes (No, no, no, I can't wait)
So I see your face, my favourite one
I wanna see your face
Here, we run away
Here, we run away
Here, we run away
Here, we run away (I wanna see your face)
To a special place (My baby)
Here, we run away (Can we run away?)
Here, we run away
Here, we run away
To a special place, ayy
My heart’s king
My heart’s king (Run away)
My heart’s king (Run away)
Baby, to a place
My heart’s king (Let’s run away, run away)
My heart’s king (Run away, run away-ay, ay)
My heart’s king
When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy (You're driving me crazy)
Yeah, you know the name, right?",Soul,"The song expresses deep love and devotion, with the narrator yearning to be close to their partner in a special and intimate way. It highlights the desire to escape the challenges of the world and find peace in each other's presence. The lyrics convey a sense of mutual affection, where both partners are committed to each other and their love, despite the outside world's opinions."
283,Segment_12_Irene Logan - Runaway Ft Asem.mp3,Irene Logan - Runaway Ft Asem,https://www.youtube.com/watch?v=y_5wdrDHo1o,English,MP3,Positve,"When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy
People are saying that I do things like you
And even now, they say I’m like you
I speak like you, I love you
That’s why I give you all my heart and soul
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place
It’s like I’ve told you that I got you
You can feel my love, just that alone, I’ll catch you
They say we’re perfect for each other, they say I match you
We’re a better pair, like a jellytone bear, stuck like a tattoo
We don’t have to run away, we’ll stay right here
We’ve been through a lot, this isn’t even close to a nightmare
Look, our love feels like an offering in a church
Can't wait for the day we see each other and my child
But until then, it's me and you against the world
Don’t be hard on yourself, be a woman, not a girl
Ah, when the day breaks, it’ll light up my darkness and erase the suffering
Thoughts of you fill my mind like a chair and a table
Look, I just wanna tell you how I feel
We’ll be together like ants on a hill
Like keys on a piano, note for note
Campaign song for your love, give me your vote
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place

So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
I can't wait 'til the morning comes (No, no, no, I can't wait)
So I see your face, my favourite one
I wanna see your face
Here, we run away
Here, we run away
Here, we run away
Here, we run away (I wanna see your face)
To a special place (My baby)
Here, we run away (Can we run away?)
Here, we run away
Here, we run away
To a special place, ayy
My heart’s king
My heart’s king (Run away)
My heart’s king (Run away)
Baby, to a place
My heart’s king (Let’s run away, run away)
My heart’s king (Run away, run away-ay, ay)
My heart’s king
When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy (You're driving me crazy)
Yeah, you know the name, right?",Soul,"The song expresses deep love and devotion, with the narrator yearning to be close to their partner in a special and intimate way. It highlights the desire to escape the challenges of the world and find peace in each other's presence. The lyrics convey a sense of mutual affection, where both partners are committed to each other and their love, despite the outside world's opinions."
284,Segment_13_Irene Logan - Runaway Ft Asem.mp3,Irene Logan - Runaway Ft Asem,https://www.youtube.com/watch?v=y_5wdrDHo1o,English,MP3,Positve,"When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy
People are saying that I do things like you
And even now, they say I’m like you
I speak like you, I love you
That’s why I give you all my heart and soul
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place
It’s like I’ve told you that I got you
You can feel my love, just that alone, I’ll catch you
They say we’re perfect for each other, they say I match you
We’re a better pair, like a jellytone bear, stuck like a tattoo
We don’t have to run away, we’ll stay right here
We’ve been through a lot, this isn’t even close to a nightmare
Look, our love feels like an offering in a church
Can't wait for the day we see each other and my child
But until then, it's me and you against the world
Don’t be hard on yourself, be a woman, not a girl
Ah, when the day breaks, it’ll light up my darkness and erase the suffering
Thoughts of you fill my mind like a chair and a table
Look, I just wanna tell you how I feel
We’ll be together like ants on a hill
Like keys on a piano, note for note
Campaign song for your love, give me your vote
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place

So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
I can't wait 'til the morning comes (No, no, no, I can't wait)
So I see your face, my favourite one
I wanna see your face
Here, we run away
Here, we run away
Here, we run away
Here, we run away (I wanna see your face)
To a special place (My baby)
Here, we run away (Can we run away?)
Here, we run away
Here, we run away
To a special place, ayy
My heart’s king
My heart’s king (Run away)
My heart’s king (Run away)
Baby, to a place
My heart’s king (Let’s run away, run away)
My heart’s king (Run away, run away-ay, ay)
My heart’s king
When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy (You're driving me crazy)
Yeah, you know the name, right?",Soul,"The song expresses deep love and devotion, with the narrator yearning to be close to their partner in a special and intimate way. It highlights the desire to escape the challenges of the world and find peace in each other's presence. The lyrics convey a sense of mutual affection, where both partners are committed to each other and their love, despite the outside world's opinions."
285,Segment_14_Irene Logan - Runaway Ft Asem.mp3,Irene Logan - Runaway Ft Asem,https://www.youtube.com/watch?v=y_5wdrDHo1o,English,MP3,Positve,"When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy
People are saying that I do things like you
And even now, they say I’m like you
I speak like you, I love you
That’s why I give you all my heart and soul
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place
It’s like I’ve told you that I got you
You can feel my love, just that alone, I’ll catch you
They say we’re perfect for each other, they say I match you
We’re a better pair, like a jellytone bear, stuck like a tattoo
We don’t have to run away, we’ll stay right here
We’ve been through a lot, this isn’t even close to a nightmare
Look, our love feels like an offering in a church
Can't wait for the day we see each other and my child
But until then, it's me and you against the world
Don’t be hard on yourself, be a woman, not a girl
Ah, when the day breaks, it’ll light up my darkness and erase the suffering
Thoughts of you fill my mind like a chair and a table
Look, I just wanna tell you how I feel
We’ll be together like ants on a hill
Like keys on a piano, note for note
Campaign song for your love, give me your vote
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place

So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
I can't wait 'til the morning comes (No, no, no, I can't wait)
So I see your face, my favourite one
I wanna see your face
Here, we run away
Here, we run away
Here, we run away
Here, we run away (I wanna see your face)
To a special place (My baby)
Here, we run away (Can we run away?)
Here, we run away
Here, we run away
To a special place, ayy
My heart’s king
My heart’s king (Run away)
My heart’s king (Run away)
Baby, to a place
My heart’s king (Let’s run away, run away)
My heart’s king (Run away, run away-ay, ay)
My heart’s king
When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy (You're driving me crazy)
Yeah, you know the name, right?",Soul,"The song expresses deep love and devotion, with the narrator yearning to be close to their partner in a special and intimate way. It highlights the desire to escape the challenges of the world and find peace in each other's presence. The lyrics convey a sense of mutual affection, where both partners are committed to each other and their love, despite the outside world's opinions."
286,Segment_15_Irene Logan - Runaway Ft Asem.mp3,Irene Logan - Runaway Ft Asem,https://www.youtube.com/watch?v=y_5wdrDHo1o,English,MP3,Positve,"When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy
People are saying that I do things like you
And even now, they say I’m like you
I speak like you, I love you
That’s why I give you all my heart and soul
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place
It’s like I’ve told you that I got you
You can feel my love, just that alone, I’ll catch you
They say we’re perfect for each other, they say I match you
We’re a better pair, like a jellytone bear, stuck like a tattoo
We don’t have to run away, we’ll stay right here
We’ve been through a lot, this isn’t even close to a nightmare
Look, our love feels like an offering in a church
Can't wait for the day we see each other and my child
But until then, it's me and you against the world
Don’t be hard on yourself, be a woman, not a girl
Ah, when the day breaks, it’ll light up my darkness and erase the suffering
Thoughts of you fill my mind like a chair and a table
Look, I just wanna tell you how I feel
We’ll be together like ants on a hill
Like keys on a piano, note for note
Campaign song for your love, give me your vote
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place

So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
I can't wait 'til the morning comes (No, no, no, I can't wait)
So I see your face, my favourite one
I wanna see your face
Here, we run away
Here, we run away
Here, we run away
Here, we run away (I wanna see your face)
To a special place (My baby)
Here, we run away (Can we run away?)
Here, we run away
Here, we run away
To a special place, ayy
My heart’s king
My heart’s king (Run away)
My heart’s king (Run away)
Baby, to a place
My heart’s king (Let’s run away, run away)
My heart’s king (Run away, run away-ay, ay)
My heart’s king
When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy (You're driving me crazy)
Yeah, you know the name, right?",Soul,"The song expresses deep love and devotion, with the narrator yearning to be close to their partner in a special and intimate way. It highlights the desire to escape the challenges of the world and find peace in each other's presence. The lyrics convey a sense of mutual affection, where both partners are committed to each other and their love, despite the outside world's opinions."
287,Segment_16_Irene Logan - Runaway Ft Asem.mp3,Irene Logan - Runaway Ft Asem,https://www.youtube.com/watch?v=y_5wdrDHo1o,English,MP3,Positve,"When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy
People are saying that I do things like you
And even now, they say I’m like you
I speak like you, I love you
That’s why I give you all my heart and soul
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place
It’s like I’ve told you that I got you
You can feel my love, just that alone, I’ll catch you
They say we’re perfect for each other, they say I match you
We’re a better pair, like a jellytone bear, stuck like a tattoo
We don’t have to run away, we’ll stay right here
We’ve been through a lot, this isn’t even close to a nightmare
Look, our love feels like an offering in a church
Can't wait for the day we see each other and my child
But until then, it's me and you against the world
Don’t be hard on yourself, be a woman, not a girl
Ah, when the day breaks, it’ll light up my darkness and erase the suffering
Thoughts of you fill my mind like a chair and a table
Look, I just wanna tell you how I feel
We’ll be together like ants on a hill
Like keys on a piano, note for note
Campaign song for your love, give me your vote
Here, we run away
Here, we run away
Here, we run away
To a special place
Here, we run away
Here, we run away
Here, we run away
To a special place

So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
So love has made people weary
Your heart and mine are tired
And I can't wait until the morning comes
I can't wait 'til the morning comes (No, no, no, I can't wait)
So I see your face, my favourite one
I wanna see your face
Here, we run away
Here, we run away
Here, we run away
Here, we run away (I wanna see your face)
To a special place (My baby)
Here, we run away (Can we run away?)
Here, we run away
Here, we run away
To a special place, ayy
My heart’s king
My heart’s king (Run away)
My heart’s king (Run away)
Baby, to a place
My heart’s king (Let’s run away, run away)
My heart’s king (Run away, run away-ay, ay)
My heart’s king
When the day breaks,
When the day breaks, I close my eyes
I close my eyes and see your image
My darling, my baby
You're driving me crazy (You're driving me crazy)
Yeah, you know the name, right?",Soul,"The song expresses deep love and devotion, with the narrator yearning to be close to their partner in a special and intimate way. It highlights the desire to escape the challenges of the world and find peace in each other's presence. The lyrics convey a sense of mutual affection, where both partners are committed to each other and their love, despite the outside world's opinions."
288,Segment_1_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,MP3,Positive,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no
I don’t know what is wrong with expressing how I feel
You don’t know what is wrong, especially how I feel
Love, that's how it feels, so I don’t turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues."
289,Segment_2_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,MP3,Positive,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no
I don’t know what is wrong with expressing how I feel
You don’t know what is wrong, especially how I feel
Love, that's how it feels, so I don’t turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues."
290,Segment_3_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,MP3,Positive,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no
I don’t know what is wrong with expressing how I feel
You don’t know what is wrong, especially how I feel
Love, that's how it feels, so I don’t turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues."
291,Segment_4_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,MP3,Positive,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no
I don’t know what is wrong with expressing how I feel
You don’t know what is wrong, especially how I feel
Love, that's how it feels, so I don’t turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues."
292,Segment_5_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,MP3,Positive,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no
I don’t know what is wrong with expressing how I feel
You don’t know what is wrong, especially how I feel
Love, that's how it feels, so I don’t turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues."
293,Segment_6_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,MP3,Positive,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no
I don’t know what is wrong with expressing how I feel
You don’t know what is wrong, especially how I feel
Love, that's how it feels, so I don’t turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we don’t have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues."
